author,genre,link,name,rating,viewed
Daxingdao Anime,"Shili Jianshen,Uncle Zhong,Action,Adventure,Fantasy,Martial arts,Seinen,Slice of life,Supernatural","During the anti-cataclysm period, the monk Chen Fanyu fell into the catastrophe of the day, but he dreamed of returning to the earth's young age in five hundred years. In the last life, I was on the top of the universe, overlooking the world, but no one was accompanied. This world is only willing to live with the right person. After 500 years, the immortal reborn and returned to the city, to make up for the regret and play the story of pretending to be the weak.",Rebirth Of The Urban Immortal Cultivator,4.48,"120,773,647"
June Snow Studio,"Action,Harem,Martial arts,Shounen,Webtoons,Isekai","The previous life was a peerless genius in the world of immortality. He was killed by 3 celestial beings. He was accidentally reborn to his 20s by the book of heaven. All he wanted to do was to become an immortal and return to the immortal world, and he became the strongest man on the earth, turning his hands into clouds and covering his hands with rain, provoking anyone who defies him! He is the venerable one! The ruler of 3000 worlds! The guy who is 10 000 times better than Thanos! He is Taixuan Taizun! The Great Immortal!",I'm The Great Immortal,4.32,"43,925,004"
앵무새,"Action,Adventure,Fantasy,Mystery","Kim GiGyu awakened as a player at the age of 18. He thought his life was on the track to success, climbing ‘the tower' and closing ‘the gates'… But even after clearing the tutorial, he was level 1. He killed a goblin a day, and he was still level 1. Even after 5 years, he was still level 1. “Who would have thought that this kind of player would exist.” No one knew.",The Player That Can’T Level Up,4.37,"4,346,589"
Yue Wen Manhua,"Comedy,Drama,Romance,Webtoons","Whaaa?! The demon spirit management just arranged a husband for me again?! This time, the guy’s a movie god! OMG~ I’m only a recently matured small fox. Arranging such an old demon to me, what am I to do~",I’M Being Shipped With The King Of Film!,4.56,"1,642,702"
Jo Seok Ho,"Adult,Drama","“Hey, don’t get confused. I’ve never thought of you as my little brother. You don’t even know your right place.” That was the dagger that hurt the most. Han Myoung Woo. A child of a wealthy family with a quick mind. But god didn’t give him everything. A near incurable genetic heart disease He did his best in order to earn the respect of the people around him. But his father, the chairman, and his family members never took him seriously. That was when an accident suddenly struck him. And… He woke up in the body of the severely injured student, Kim Cheol Min.",From The Grave And Back,4.81,"4,513,267"
Lee Min Young,"Drama,Fantasy,Romance","Jay is an 8th rank public official. She works as a special guardian, and her mission is to heal children whose souls have been deeply wounded. Ludwig shuts himself off from the world. He seems as if he's forgotten how to smile. However, he learns what it means to be happy through Jay, and Jay cherishes him as her own precious Hunny bunny.",Dear My Hunny Bunny,4.61,"994,859"
L&amp,"Uuml,L&amp,Uuml,L&amp,Uuml,Jiang,Comedy,Romance","Lu Yan was an unknown trainee who acted cute in public, but headstrong and straightforward behind the scenes. One day, he was noticed by a popular influencer of the fandom world. She drew fanart of him and he became popular overnight. But, he wasn't ready to accept how he became popular...",Protect My Star,4.71,"341,151"
이영유 (Lee Youngyoo),"Comedy,Fantasy,Webtoons","She was adopted by the devil-like count. Before dying, Hailynn lived her whole life being confined in a hut. When she opened her eyes she was 8 years old. She returned back in time right before she was to be adopted by the count. Hailynn wanted to ask God… What was it that she had done wrong?!?! She cursed God and threw herself out of the carriage that was en route to the count’s estate. On that path, she met the Duke Kalisto, the representation of the sacred Vincent Kalisto. But… “She is of noble blood.” She thought she was an orphan but in actuality, she is actually the first daughter, in a thousand years, of the ducal household of Kalisto. “Am I really… the daughter?” However, Vincent has never approved of any woman and lived his life in abstinence. He swore he did not commit any act that may produce a child, thus he denies that he’s the father… “…A monster?” What is the secret behind Hailynn’s birth and the abrupt movement from the empire and the holy country?! This is the first-time father, Vincent, and first-time daughter, Hailynn’s clumsy yet lovely story.",Am I The Daughter?,4.76,"5,360,606"
Zero,"Romance,Slice of life",“Je n'aurais jamais imaginé être avec lui.”,She May Not Be Cute,4.76,"4,331,281"
Wang Bo Ram,"Fantasy,Historical,Romance","Elysian, the world which only has males. Which one of them will be my husband? The main character, Yoo In-ah, was suddenly transported to the world of Elysian on her way to the convenience store. Elysian, the place where only males are born. Just to reproduce, females are summoned and are treated like a goddess in Elysian. How is Yoo In-Ah going to survive in a strange place filled with magic, politics, and schemes?",Elysian’S Bride,3.96,"1,055,191"
Han Dong-Woo,"Lee Doo-Hee,School life,Shounen,Manhwa","With the arrival of three chaebol members into general high schools, teachers and students will be transformed into "" brain fighting "" schools that seek power by surrendering to massive capital. Dan-geon, a genius, came to inherit the school's rules.",The World Is Money And Power,4.75,"4,724,385"
Bi Hyang,"Seaweeds Candy,Drama,Romance","From her looks to her background, everything abut Mia seems so ordinary. But then she lands a job as the secretary of Siwoo Lee, a former model who is now a director at Taeyang Group, a conglomerate he is set to inherit. Siwoo is a notorious playboy and Mia finds out that she only got the job because she was the farthest from his type. But as they work together, she proves to be very capable and always seems to be there when he needs her the most. But when their professional relationship begins to take a turn into a heart-pounding romance, Mia is faced with a life-altering situation.",Secretary Undone,4.19,"529,069"
有狐文化,"Drama,Yaoi","A pure yin descendant destined to be a ghost bride is actually a man! Repeated warnings not to escape a marriage predestined by fate and a Lord demanding for love! One desperately wants to run away, one ghost desperately wants to pursue his wife. Waiting for the fate of loving and killing each other in the previous life to finally be revealed. Can the emotions of the two be restored as before?",Fu Fu Qing Cheng,4.32,"953,738"
Sigma,"Romance,Webtoons","Four years have passed since the original heroine ended her life as a maid. A handsome man came to visit. That too, a man who looks like the lady I used to serve. “I’m here to keep my word, Blair. You said you’d be with me forever.”You don’t say… Miss?” At the moment, the man’s red eyes turned round. Just around the corner, he tilted his head and kissed his hair. And whispered. In a very sweet and beautiful voice, “Now call me Master.” ……yes?",The Young Lady I Served Became A Young Master,4.84,"6,570,027"
Duo Yun Wenhu,"Action,Adventure,Drama,Fantasy,Historical,Martial arts,Romance,Webtoons","Ianna and Arhad had much in common. They both only cared about themselves, and were madly obsessed with each other. The difference is one wanted the other's warmth, and the other wanted submission.",Reminiscence Adonis,4.81,"14,742,807"
Zhang Yue,"Action,Adventure,Comedy,Drama,Fantasy,Romance","The First Son-In-Law Vanguard of All Time by a comic artist named Zhǎng yuè tells the story of Xu Wuzhou passing through time and space, and he is surprised to find out that he has become a son-in-law, he is not only known as a trash worm but also On the first night of the marriage lying on the bed of a prostitute, after eating, she entered shan brothel and was caught red-handed. his cold wife was very disappointed in him. His father-in-law locked him in the Qin family's warehouse to punish him. however, because He had passed through, He got a reincarnation bowl that was broken, to increase its strength, it would have to swallow a metal … visit manhualo.com",The First Son-In-Law Vanguard Of All Time,3.59,"4,040,709"
冒险热血,"Action,Adventure,Fantasy","Fan Li accidentally got a wormhole that could travel through the Medieval world, where there were pastoral songs, and there were also wars and chaos. He could be in groups of wives and concubines, and he could also compete in the world. But no matter what kind of ideal you want to achieve, you must start with making money.",Dawn Empire,4.31,"470,917"
Ryu Song,"Action,Fantasy,Shounen,Webtoons,Manhwa","It's been many years since I've bloodied my hands for the United Empire and its emperor, Ragnar. I wanted to return to my hometown and live a quiet life as if to repent for my sins.",Return Of The 8Th Class Magician,4.87,"365,595"
